inspection_id,dba_name,aka_name,license_num,facility_type,risk,address,city,state,zip,inspection_date,inspection_type,results,latitude,longitude
1418735,GRAND TOUR RESTAURANT,GRAND TOUR RESTAURANT,2308288,Restaurant,Risk 1 (High),2434-2436 W MONTROSE AVE ,CHICAGO,IL,60618,20141219,Canvass,Out of Business,41.9614127,-87.69010741
1515307,FEELINGS GIFT SHOP,FEELINGS GIFT SHOP,1892649,Grocery Store,Risk 3 (Low),17 E MONROE ST ,CHICAGO,IL,60603,20141219,Canvass,Pass,41.88066458,-87.62708936
1418737,EINSTEIN BROS BAGELS # 1363,EINSTEIN BROS BAGELS,1223716,Restaurant,Risk 1 (High),5318 N CLARK ST ,CHICAGO,IL,60640,20141219,Complaint Re-Inspection,Pass,41.97868454,-87.66846673
1515312,ARMITAGE FOOD,ARMITAGE FOOD,1513878,Grocery Store,Risk 3 (Low),3635 W ARMITAGE AVE ,CHICAGO,IL,60647,20141219,Canvass Re-Inspection,Pass,41.91715538,-87.71821025
1515308,NORTHWESTERN MINI MARKET,NORTHWESTERN MINI MARKET,50515,,Risk 3 (Low),2349 W NORTH AVE ,CHICAGO,IL,60647,20141219,Canvass,Out of Business,41.91021894,-87.68673307
1515317,PASTEL ! INC.,PASTEL !,2270363,Bakery,Risk 2 (Medium),4814 S PULASKI RD ,CHICAGO,IL,60632,20141219,Canvass Re-Inspection,Pass,41.80554686,-87.72366059
1515311,"MERLA'S KITCHEN, LLC",MERLA'S KITCHEN,1980376,Restaurant,Risk 1 (High),5207 N Kimball AVE ,CHICAGO,IL,60625,20141219,Canvass,Pass,41.97595236,-87.71340796
1515309,Walgreens # 06376,Walgreens # 06376,1446984,Grocery Store,Risk 3 (Low),8636 S ASHLAND AVE ,CHICAGO,IL,60620,20141219,Canvass Re-Inspection,Pass,41.73650146,-87.66322829
1515315,"PIEROGI HEAVEN, INC",PIEROGI HEAVEN,2278220,Restaurant,Risk 1 (High),329 S FRANKLIN ST ,CHICAGO,IL,60606,20141219,Canvass,Pass,41.87739707,-87.63504341
1515313,FOREVER YOGURT ANDERSONVILLE L,FOREVER YOGURT ANDERSONVILLE,2152904,Restaurant,Risk 2 (Medium),5309 N CLARK ST ,CHICAGO,IL,60640,20141219,Canvass,Out of Business,41.97833437,-87.66819024
1515316,DUNKIN DONUTS,DUNKIN DONUTS,2373537,Restaurant,Risk 2 (Medium),4755 N KIMBALL AVE ,CHICAGO,IL,60625,20141219,License,No Entry,41.96820018,-87.71320847
1387808,JED'S FRUIT & VEGETABLE MRK,JED'S FRUIT & VEGETABLE MRK,9691,Grocery Store,Risk 2 (Medium),10500 S HALSTED ST ,CHICAGO,IL,60628,20141219,Canvass Re-Inspection,Pass,41.70318582,-87.64286459
1515318,A & B TABACCO,A & B TABACCO,31985,,Risk 3 (Low),135 S LA SALLE ST ,CHICAGO,IL,60603,20141219,Canvass,Out of Business,41.88018219,-87.63216718
1515319,PIZZA HUT,PIZZA HUT,2113397,Restaurant,Risk 2 (Medium),8849 S STONY ISLAND AVE ,CHICAGO,IL,60617,20141219,Canvass,Pass,41.73369956,-87.58498772
1464654,Lickity Split FC&S 2 LLC,Lickity Split Frozen Custard & Sweets,2373598,ice cream shop,Risk 2 (Medium),7000 N Western AVE ,CHICAGO,IL,60645,20141219,License,Pass,42.00867159,-87.69031084
1325386,TONY TATE FOOD INC,TONY TATE FOOD INC,77630,,Risk 3 (Low),3713 W ROOSEVELT RD ,CHICAGO,IL,60624,20141219,Canvass,Out of Business,41.86615189,-87.71843697
1515320,SHERIDAN IRVING L LIQUORS INC,SHERIDAN IRVING L LIQUORS INC,16775,,Risk 3 (Low),3944-3946 N SHERIDAN RD ,CHICAGO,IL,60613,20141219,Canvass,Pass,41.9540597,-87.65468014
1325387,MOUNTAIN I INC,MOUNTAIN I INC,1195144,Grocery Store,Risk 3 (Low),3713 W ROOSEVELT RD ,CHICAGO,IL,60624,20141219,Canvass,Pass,41.86615189,-87.71843697
1441668,GO! GROCER,GO! GROCER,2163021,Grocery Store,Risk 3 (Low),2930 N SHERIDAN RD ,CHICAGO,IL,60657,20141219,Canvass,Pass,41.9352935,-87.63953546
1418738,QUICK STOP PANTRY,QUICK STOP PANTRY,2027544,Grocery Store,Risk 3 (Low),5357 N CLARK ST ,CHICAGO,IL,60640,20141219,Canvass,Pass,41.97974085,-87.66812519
1515314,METROMART,METROMART,1621096,Grocery Store,Risk 3 (Low),135 S LA SALLE ST ,CHICAGO,IL,60603,20141219,Canvass,Pass,41.88018219,-87.63216718
1439640,"SODEXO AMERICA, LLC","SODEXO AMERICA, LLC",2119991,COFFEE CART,Risk 3 (Low),303 E SUPERIOR ST ,CHICAGO,IL,60611,20141219,Canvass,Out of Business,41.8956924,-87.62014286
1439641,PRENTICE CAFETERIA,PRENTICE CAFETERIA,3030,,Risk 3 (Low),303 E SUPERIOR ST ,CHICAGO,IL,60611,20141219,Canvass,Out of Business,41.8956924,-87.62014286
1464655,FAMILY DOLLAR #6423,FAMILY DOLLAR #6423,1803581,dollar store,Risk 3 (Low),1425 W MORSE AVE ,CHICAGO,IL,60626,20141219,Canvass Re-Inspection,Pass,42.00777935,-87.66693986
1447616,"MEZZA GRILLED WRAPS AND PITA, INC","MEZZA GRILLED WRAPS AND PITA, INC",1596616,Restaurant,Risk 1 (High),2 N RIVERSIDE PLZ ,CHICAGO,IL,60606,20141219,Canvass,Pass w/ Conditions,41.88197705,-87.63887584
1464656,MORSE CONVENIENT STORE,MORSE CONVENIENT STORE,1968998,Grocery Store,Risk 3 (Low),1442 W MORSE AVE ,CHICAGO,IL,60626,20141219,Canvass Re-Inspection,Pass,42.00798731,-87.66762883
1418739,WALGREENS #2840,WALGREENS #2840,18692,Grocery Store,Risk 3 (Low),1500 W WILSON AVE ,CHICAGO,IL,60640,20141219,Canvass,Fail,41.96536418,-87.66787952
1439642,"PARKWAY DRUGS, A WALGREENS PHA","PARKWAY DRUGS, A WALGREENS PHA",2059635,Grocery Store,Risk 3 (Low),680 N LAKE SHORE DR ,CHICAGO,IL,60611,20141219,Canvass,Pass,41.89479837,-87.61586665
1441669,PAUL'S NOODLE SHOP,PAUL'S NOODLE SHOP,2368906,Restaurant,Risk 1 (High),3400 N SHEFFIELD AVE ,CHICAGO,IL,60657,20141219,License,Fail,41.94361136,-87.65436891
1418740,WALGREENS #259,WALGREENS #259,18444,DRUG/GROCERY STORE,Risk 3 (Low),3358 N WESTERN AVE ,CHICAGO,IL,60618,20141219,Canvass,Pass,41.94296486,-87.68832147
1441670,"PUESTO SANDWICH STAND, INC",PUESTO SANDWICH,2373594,Restaurant,Risk 2 (Medium),3349 N SHEFFIELD AVE ,CHICAGO,IL,60657,20141219,License,Fail,41.94319768,-87.65405955
1515282,"FAMILY DOLLAR,INC.STORE #11319",FAMILY DOLLAR,236336,,,11810 S WESTERN AVE ,CHICAGO,IL,60643,20141219,License,Fail,41.67858494,-87.68088927
1439643,600 N LAKESHORE DRIVEMART,600 N LAKESHORE DRIVEMART,1997673,Grocery Store,Risk 3 (Low),600 N LAKE SHORE DR ,CHICAGO,IL,60611,20141219,Canvass,Out of Business,41.89274821,-87.6146868
1439644,GATEWAY NEWSTANDS & CIGAR STOR,GATEWAY NEWSTANDS & CIGAR STOR,1118398,Grocery Store,Risk 3 (Low),875 N MICHIGAN AVE ,CHICAGO,IL,60611,20141219,Canvass,Out of Business,41.89894854,-87.62397499
1439645,UN CORK IT,UN CORK IT,10798,Grocery Store,Risk 3 (Low),393 E ILLINOIS ST ,CHICAGO,IL,60611,20141219,Canvass,Pass,41.89094043,-87.61771239
1464657,ROGERS PARK FRUIT MARKET,ROGERS PARK FRUIT MARKET,54616,Grocery Store,Risk 1 (High),7401 N CLARK ST ,CHICAGO,IL,60626,20141219,Canvass,Pass,42.01592334,-87.67504102
1515286,ROYAL GARDENS,ROYAL GARDENS BANQUETS,1167170,BANQUET,Risk 1 (High),2515 N HARLEM AVE ,CHICAGO,IL,60707,20141219,Canvass,Pass,41.92577926,-87.80617235
1515229,OLD TOWN SCHOOL OF FOLK MUSIC,OLD TOWN SCHOOL OF FOLK MUSIC,30958,Restaurant,Risk 2 (Medium),4544 N LINCOLN AVE ,CHICAGO,IL,60625,20141218,Canvass,Pass,41.96429284,-87.68588219
1515206,BURGER KING #7674,BURGER KING #7674,1473524,Restaurant,Risk 2 (Medium),2000 W 47TH ST ,CHICAGO,IL,60609,20141218,Complaint Re-Inspection,Pass,41.80861852,-87.67481801
1515207,WESTERN MARKET,WESTERN MARKET,2360056,Grocery Store,Risk 2 (Medium),3456 S WESTERN AVE ,CHICAGO,IL,60608,20141218,License,Pass,41.83032422,-87.68518233
1515208,WALGREENS #04306,WALGREENS #04306,18723,Grocery Store,Risk 3 (Low),1633 W 95TH ST ,CHICAGO,IL,60643,20141218,Canvass,Fail,41.72108279,-87.66418596
1515209,BURGER KING #14476,BURGER KING,2232352,Restaurant,Risk 2 (Medium),6950 S PULASKI RD ,CHICAGO,IL,60629,20141218,Canvass,Fail,41.76620155,-87.72259366
1385828,"CITY DISCOUNT STORE,INC.",EXPRESS DISCOUNT STORE,2368999,Grocery Store,Risk 3 (Low),5411 W MADISON ST ,CHICAGO,IL,60644,20141218,License Re-Inspection,Pass,41.88019235,-87.76056476
1480456,OUR LADY OF LOURDES,OUR LADY OF LOURDES,2215749,Daycare (Under 2 Years),Risk 1 (High),1449 S KEELER AVE ,CHICAGO,IL,60623,20141218,License,Pass,41.86100327,-87.72976248
1387805,DAT DONUT,DAT DONUT,38856,Restaurant,Risk 2 (Medium),8251 S COTTAGE GROVE AVE ,CHICAGO,IL,60619,20141218,Canvass,Pass w/ Conditions,41.74429029,-87.60489624
1515210,REAL COMFORT AMERICAN KITCHEN,,2284667,Restaurant,Risk 1 (High),1045 W MADISON ST ,CHICAGO,IL,60607,20141218,Canvass,Pass,41.88157126,-87.6538079
1199668,TOPPERS PIZZA,TOPPERS PIZZA,2125304,Restaurant,Risk 1 (High),120 S HALSTED ST ,CHICAGO,IL,60607,20141218,Canvass Re-Inspection,Pass,41.87982152,-87.64744848
1410238,GRECIA'S BAKERY,GRECIAS BAKERY,2163860,Bakery,Risk 2 (Medium),2644 W 51ST ST ,CHICAGO,IL,60632,20141218,Canvass Re-Inspection,Pass,41.80115107,-87.69090975
1515212,HOLLYWOOD GRILL,HOLLYWOOD GRILL,44712,Restaurant,Risk 1 (High),1601 W NORTH AVE ,CHICAGO,IL,60622,20141218,Complaint,Pass,41.91051964,-87.66774969
1515211,SAVE-A-LOT #882,SAVE-A-LOT,2079367,Grocery Store,Risk 2 (Medium),344 E 63RD ST ,CHICAGO,IL,60637,20141218,Complaint Re-Inspection,Pass,41.78032161,-87.61713538
1515214,7-ELEVEN #33758 C,7-ELEVEN #33758 C,2359657,Grocery Store,Risk 2 (Medium),2421 W 103RD ST ,CHICAGO,IL,60655,20141218,License,Pass,41.70626785,-87.68256824
1515216,RITZ INN,RITZ INN,368,,Risk 3 (Low),3839 N LINCOLN AVE ,CHICAGO,IL,60613,20141218,Canvass,No Entry,41.95159798,-87.67681051
1515213,"A & E CARRY OUT, INC.","A & E CARRY OUT, INC.",1649554,,Risk 3 (Low),1552 S KEELER AVE ,CHICAGO,IL,60623,20141218,Canvass,Out of Business,41.85905859,-87.72999555
1515220,WESTERN MARKET,WESTERN MARKET,2360058,Grocery Store,Risk 3 (Low),3456 S WESTERN AVE ,CHICAGO,IL,60608,20141218,License,Pass,41.83032422,-87.68518233
1515218,LOU MITCHELL'S,LOU MITCHELL'S,30743,Restaurant,Risk 1 (High),565 W JACKSON BLVD ,CHICAGO,IL,60661,20141218,Short Form Complaint,Fail,41.87790422,-87.64219482
1515222,MCDONALDS,MCDONALDS,1445833,Restaurant,Risk 2 (Medium),740 E 47TH ST ,CHICAGO,IL,60653,20141218,Canvass,Pass,41.8096287,-87.60736974
1515223,SUBWAY SANDWICHES #22222,SUBWAY SANDWICHES #22222,86985,Restaurant,Risk 1 (High),1427 W MONTROSE AVE ,CHICAGO,IL,60613,20141218,Canvass,Pass,41.96152382,-87.66603986
1515224,DOO DROP INN,DOO DROP INN,56343,,Risk 3 (Low),1556 S KEELER AVE ,CHICAGO,IL,60623,20141218,Canvass,Out of Business,41.85894542,-87.72999188
1515225,7-ELEVEN #33758 C,7-ELEVEN #33758 C,2359659,Grocery Store,Risk 2 (Medium),2421 W 103RD ST ,CHICAGO,IL,60655,20141218,License,Pass,41.70626785,-87.68256824
1515228,SWEET TART INC.,SWEET TART,2098317,Grocery Store,Risk 3 (Low),1559 S HOMAN AVE ,CHICAGO,IL,60623,20141218,Canvass,Out of Business,41.85911974,-87.71018922
1515226,ONE STOP FOOD ANDLIQUORS,ONE STOP FOOD ANDLIQUORS,8665,,Risk 3 (Low),3456 S WESTERN AVE ,CHICAGO,IL,60608,20141218,Canvass,Out of Business,41.83032422,-87.68518233
1515227,7-ELEVEN,7-ELEVEN,2298326,Grocery Store,Risk 2 (Medium),2421 W 103RD ST ,CHICAGO,IL,60655,20141218,Canvass,Out of Business,41.70626785,-87.68256824
1325381,DUNKIN DONUTS,DUNKIN DONUTS,1574657,Restaurant,Risk 2 (Medium),1713 W POLK ST ,CHICAGO,IL,60612,20141218,Canvass,Pass,41.87146692,-87.66973629
1515230,PETEY'S,PETEY'S,2294492,Restaurant,Risk 1 (High),250 W 47TH ST ,CHICAGO,IL,60609,20141218,Canvass,Pass w/ Conditions,41.80920224,-87.63286103
1199669,I DREAM OF FALAFEL,I DREAM OF FALAFEL,2092894,Restaurant,Risk 1 (High),555 W MONROE ST ,CHICAGO,IL,60661,20141218,Canvass Re-Inspection,Pass,41.88044791,-87.64183898
1515231,LEE'S WOK,LEE'S WOK,2120556,Restaurant,Risk 1 (High),1437 W MONTROSE AVE ,CHICAGO,IL,60613,20141218,Canvass,Pass,41.96151913,-87.66641968
1515232,"DOUBLE DOOR LIQUORS, INC.","DOUBLE DOOR LIQUORS, INC.",2368457,Liquor,Risk 3 (Low),1572 N MILWAUKEE AVE ,CHICAGO,IL,60622,20141218,License,Fail,41.90998593,-87.67707965
1515233,DRINKS ON ME CATERING,DRINKS ON ME CATERING,2364209,Catering,Risk 1 (High),2604 S WENTWORTH AVE ,CHICAGO,IL,60616,20141218,License,Pass,41.84537217,-87.63196887
1385829,KIDSLIFE DAYCARE CENTER INC.,KIDSLIFE DAYCARE CENTER,2215904,Children's Services Facility,Risk 1 (High),4447-4457 W FULLERTON ,CHICAGO,IL,60639,20141218,License,Fail,41.92423504,-87.73846464
1515235,THE HAPPY CRAB,THE HAPPY CRAB,2269815,Restaurant,Risk 1 (High),810 W JACKSON BLVD ,CHICAGO,IL,60607,20141218,Canvass,Pass,41.87804963,-87.64774148
1515234,DRINKS ON ME CATERING,DRINKS ON ME CATERING,2364208,Catering,Risk 1 (High),2604 S WENTWORTH AVE ,CHICAGO,IL,60616,20141218,License,Pass,41.84537217,-87.63196887
1480457,BURGER KING #11967,BURGER KING #11967,1473493,Restaurant,Risk 2 (Medium),2401 W OGDEN AVE ,CHICAGO,IL,60608,20141218,Complaint,Pass w/ Conditions,41.86464673,-87.68600251
1515236,CITY PIZZA,CITY PIZZA,2333820,Restaurant,Risk 2 (Medium),111 W JACKSON BLVD ,CHICAGO,IL,60604,20141218,Canvass,Pass,41.87803443,-87.63117141
1515237,CHICAGO BRAUHAUS INC,CHICAGO BRAUHAUS,7244,Restaurant,Risk 1 (High),4732 N LINCOLN AVE ,CHICAGO,IL,60625,20141218,Canvass,Pass,41.96736091,-87.68791398
1515238,TNT PIZZA & BEEF,TNT PIZZA & BEEF,1573995,Restaurant,Risk 1 (High),601 W ROOT ST ,CHICAGO,IL,60609,20141218,Canvass,Pass,41.81887826,-87.64099728
1325382,SBARRO'S,SBARRO'S,8069,Restaurant,Risk 1 (High),1717 W POLK ST ,CHICAGO,IL,60612,20141218,Canvass,Pass,41.87146505,-87.66988445
1515239,CHINESE YUM YUM,CHINESE YUM YUM,2032813,Restaurant,Risk 1 (High),809 W JACKSON BLVD ,CHICAGO,IL,60607,20141218,Canvass,Pass,41.87783134,-87.64764835
1480458,DUNKIN DONUTS/BASKIN ROBBINS,DUNKIN DONUTS/BASKIN ROBBINS,1473123,Restaurant,Risk 2 (Medium),2401 W OGDEN AVE ,CHICAGO,IL,60608,20141218,Complaint,Pass,41.86464673,-87.68600251
1515240,OIISTAR,OIISTAR,2146279,Restaurant,Risk 1 (High),1385 N MILWAUKEE AVE ,CHICAGO,IL,60642,20141218,Complaint,Pass,41.90707243,-87.67206836
1515242,CONNIE'S PIZZA,CONNIE'S PIZZA,2247256,Restaurant,Risk 1 (High),1030 N STATE ST ,CHICAGO,IL,60610,20141218,Canvass,Pass,41.90146341,-87.62848137
1515243,STARBUCKS COFFEE,STARBUCKS COFFEE,2157525,Restaurant,Risk 2 (Medium),200 S MICHIGAN AVE FL ,CHICAGO,IL,60604,20141218,Canvass,Pass,41.87948933,-87.62449812
1515244,PRODIGY CHILD LEARNING CENTER,PRODIGY CHILD LEARNING CENTER,2354978,Children's Services Facility,Risk 1 (High),1932-1934 E 79TH ST ,CHICAGO,IL,60649,20141218,License,Fail,41.75170202,-87.57714658
1385830,KIDSLIFE DAYCARE CENTER,KIDSLIFE DAYCARE CENTER II,2215905,Children's Services Facility,Risk 1 (High),4528 W FULLERTON AVE ,CHICAGO,IL,60639,20141218,License,Pass,41.9244319,-87.74016062
1515219,BIG TONY SUB,BIG TONY SUB,1354127,,Risk 3 (Low),1556 S KEELER AVE ,CHICAGO,IL,60623,20141218,Canvass,Out of Business,41.85894542,-87.72999188
1515247,SPENCER'S JOLLY POSH FOODS,SPENCER'S JOLLY POSH FOODS,2303910,Restaurant,Risk 1 (High),3755 N SOUTHPORT AVE ,CHICAGO,IL,60613,20141218,Canvass,Pass,41.95045847,-87.66396416
1418731,CVS PHARMACY #2862,CVS PHARMACY #2862,1443174,Grocery Store,Risk 3 (Low),3944 N WESTERN AVE ,CHICAGO,IL,60618,20141218,Canvass,Pass,41.95351429,-87.68859944
1515245,"BURGER WORLD, INC.","BURGER WORLD, INC.",1299701,,Risk 3 (Low),2749 W NORTH AVE ,CHICAGO,IL,60647,20141218,Canvass,Out of Business,41.91011228,-87.69655921
1418736,GRAND TOUR RESTAURANT,GRAND TOUR RESTAURANT,2308290,Restaurant,Risk 3 (Low),2434-2436 W MONTROSE AVE ,CHICAGO,IL,60618,20141218,Canvass,Out of Business,41.9614127,-87.69010741
1515246,MUNCHIES MART,MUNCHIES MART,2088729,Grocery Store,Risk 3 (Low),3403 W ARMITAGE ,CHICAGO,IL,60647,20141218,Canvass,Out of Business,41.91723046,-87.71206419
1515248,F & R FOOD & LIQUOR INC,F & R FOOD & LIQUOR INC,15869,,Risk 3 (Low),3407  -03409 W ARMITAGE AVE ,CHICAGO,IL,60647,20141218,Canvass,Out of Business,41.91722842,-87.71222578
1515249,MONEIL FOOD & LIQUOR,MONEIL FOOD & LIQUOR,31251,Grocery Store,Risk 3 (Low),3402 W FULLERTON AVE ,CHICAGO,IL,60647,20141218,Canvass,Pass,41.92476817,-87.71224842
1515251,SUBWAY,SUBWAY,2002747,Restaurant,Risk 1 (High),3510 S ASHLAND AVE ,CHICAGO,IL,60609,20141218,Canvass,Pass,41.83012507,-87.66570582
1464649,ROMAN BROS 1 INC,SUPERMERCADO ROMAN,11900,Grocery Store,Risk 1 (High),6978 N CLARK ST ,CHICAGO,IL,60626,20141218,Canvass,Pass,42.00885647,-87.67408037
1480459,RAMIREZ GROCERY CORP.,RAMIREZ GROCERY CORP.,2138126,Grocery Store,Risk 3 (Low),3442 W 24TH ST ,CHICAGO,IL,60623,20141218,Canvass,Pass,41.84816684,-87.71172136
1199671,HANNAH'S BRETZEL,HANNAH'S BRETZEL,2240730,Restaurant,Risk 1 (High),555 W MONROE ST ,CHICAGO,IL,60661,20141218,Canvass,Pass,41.88044791,-87.64183898
1515253,BLESSED HOMELAND SUPERMARKET,BLESSED HOMELAND SUPERMARKET,2203567,Grocery Store,Risk 3 (Low),3825 N BROADWAY ,CHICAGO,IL,60613,20141218,Canvass Re-Inspection,Pass,41.95197509,-87.64948245
1515221,SAMMY G FOOD 2,SAMMY G FOOD 2,1678256,,Risk 3 (Low),1556 S KEELER AVE ,CHICAGO,IL,60623,20141218,Canvass,Out of Business,41.85894542,-87.72999188
1515252,ODGES,ODGES,7868,Restaurant,Risk 1 (High),730 N DAMEN AVE ,CHICAGO,IL,60622,20141218,Canvass,Out of Business,41.89500137,-87.6771711
1424688,CVS/PHARMACY #8750,CVS/PHARMACY #8750,1695415,Grocery Store,Risk 3 (Low),4801 N CENTRAL AVE ,CHICAGO,IL,60630,20141218,Canvass,Pass,41.96783,-87.76733074
1447613,SOUTH BRANCH,SOUTH BRANCH,2065037,Restaurant,Risk 1 (High),100 S WACKER DR ,CHICAGO,IL,60606,20141218,Canvass,Pass,41.88055703,-87.63713178
1325383,TAKOZ,TAKOZ,2060638,Restaurant,Risk 1 (High),2229 W TAYLOR ST ,CHICAGO,IL,60612,20141218,Canvass,Pass,41.8689208,-87.68238296
1385831,GARDO'S 1 MARKET,GORDO'S MARKET,2369172,Grocery Store,Risk 3 (Low),2200 N KARLOV AVE ,CHICAGO,IL,60639,20141218,License Re-Inspection,Pass,41.92088376,-87.72925876
1515254,GARLIC & CHILI THAI CUISINE,GARLIC & CHILI THAI CUISINE,68311,Restaurant,Risk 1 (High),1232 N LA SALLE DR ,CHICAGO,IL,60610,20141218,Canvass,Pass,41.90484145,-87.63310113
1515255,ZAPATISTA,ZAPATISTA,1592999,Restaurant,Risk 1 (High),1307 S WABASH AVE ,CHICAGO,IL,60605,20141218,Canvass Re-Inspection,Pass,41.86551745,-87.62564806
1435252,PERENNIAL,PERENNIAL  VIBRANT,1840678,Restaurant,Risk 1 (High),1800 N LINCOLN AVE ,CHICAGO,IL,60614,20141218,Complaint Re-Inspection,Pass,41.91549679,-87.63431441
1385832,"GORDO'S MARKET, INC.","GORDO'S MARKET, INC.",1842488,Grocery Store,Risk 3 (Low),2200 N KARLOV AVE ,CHICAGO,IL,60639,20141218,Canvass,Out of Business,41.92088376,-87.72925876
1515256,CHOP SUEY HUANG,CHOP SUEY HUANG,1769408,Restaurant,Risk 1 (High),5202 N LINCOLN AVE ,CHICAGO,IL,60625,20141218,Canvass,Pass,41.97597609,-87.69249422
1515257,BURGER KING #8312,BURGER KING,2232346,Restaurant,Risk 2 (Medium),7222 S STONY ISLAND AVE ,CHICAGO,IL,60649,20141218,Short Form Complaint,Pass,41.76349106,-87.58640665
1453691,CELLARS MARKET,CELLARS MARKET,18241,Restaurant,Risk 1 (High),141 W JACKSON BLVD ,CHICAGO,IL,60604,20141218,Short Form Complaint,Pass,41.87802566,-87.63206229
1464650,ARIZONA DOLLAR PLUS INC,ARIZONA DOLLAR PLUS,2141788,Grocery Store,Risk 3 (Low),6551-6553 N CLARK ST ,CHICAGO,IL,60626,20141218,Canvass,Pass,42.00143802,-87.67161219
1441663,ANN SATHER RESTAURANT,ANN SATHER RESTAURANT,1874185,Restaurant,Risk 1 (High),909 W BELMONT AVE ,CHICAGO,IL,60657,20141218,Canvass,Pass,41.93983332,-87.65195465
1418732,ALDI INC #58,ALDI INC #58,13974,Grocery Store,Risk 3 (Low),2431 W MONTROSE AVE ,CHICAGO,IL,60618,20141218,Canvass,Pass,41.9611941,-87.68996697
1439638,WALGREENS #13974 - PHARMACY,ANN LURIE HOSPITAL WALGREENS,2158190,Grocery Store,Risk 3 (Low),225 E CHICAGO ,CHICAGO,IL,60611,20141218,Canvass,Pass,41.89665988,-87.62175524
1464651,LA CALANDRIA,LA CALANDRIA,2327584,Restaurant,Risk 1 (High),6952 N CLARK ST ,CHICAGO,IL,60626,20141218,Canvass,Out of Business,42.00810592,-87.67390653
1424689,MAYFAIR FOOD & LIQUOR,MAYFAIR FOOD & LIQUOR,1678660,Grocery Store,Risk 3 (Low),5014 N PULASKI RD ,CHICAGO,IL,60630,20141218,Canvass,Pass,41.97235227,-87.72829008
1447614,LA QUINTA INN & SUITES,LA QUINTA INN & SUITES,1953529,Restaurant,Risk 1 (High),1 S FRANKLIN ST ,CHICAGO,IL,60606,20141218,Canvass,Pass,41.88190275,-87.63516406
1441664,YEN'S ON CLARK,YEN'S ON CLARK,2369176,Restaurant,Risk 1 (High),2856 N CLARK ST ,CHICAGO,IL,60657,20141218,License,Fail,41.93411787,-87.64612385
1418733,"CAPONE'S LIQUORS & FOOD, INC.","CAPONE'S LIQUORS & FOOD, INC.",1380135,GROCERY/LIQUOR STORE,Risk 3 (Low),3678-3680 N ELSTON AVE ,CHICAGO,IL,60618,20141218,Canvass,Pass,41.94809458,-87.71120898
1441665,FLAT TOP GRILL,FLAT TOP GRILL,2262619,Restaurant,Risk 1 (High),1400-1402 W BELMONT AVE ,CHICAGO,IL,60657,20141218,Canvass,Pass,41.93987262,-87.66394524
1464652,THAT LITTLE MEXICAN CAFE II,THAT LITTLE MEXICAN CAFE,1646580,Restaurant,Risk 1 (High),1055 W BRYN MAWR AVE ,CHICAGO,IL,60660,20141218,Canvass,Pass,41.98355943,-87.65738202
1441666,YENS MANDARIN CHINESE REST,YENS MANDARIN CHINESE REST,18174,Restaurant,Risk 1 (High),2856 N CLARK ST ,CHICAGO,IL,60657,20141218,Canvass,Out of Business,41.93411787,-87.64612385
1439639,JAKE MELNICK'S CORNER TAP,JAKE MELNICK'S CORNER TAP,27303,Restaurant,Risk 1 (High),41 E SUPERIOR ST ,CHICAGO,IL,60611,20141218,Complaint,Pass w/ Conditions,41.8955931,-87.62658249
1464653,LITTLE VIETNAM RESTAURANT,,2320346,Restaurant,Risk 1 (High),1132 W BRYN MAWR AVE ,CHICAGO,IL,60660,20141218,Canvass,Fail,41.98374414,-87.65940409
1418734,WALGREENS # 05057,WALGREENS,18744,Grocery Store,Risk 3 (Low),3153 W IRVING PARK RD ,CHICAGO,IL,60618,20141218,Canvass,Pass,41.95381203,-87.7077171
1447615,CHIPOTLE,,2289863,Restaurant,Risk 1 (High),311 S WACKER DR ,CHICAGO,IL,60606,20141218,Complaint,Pass,41.87779165,-87.63652434
1441667,A PLATE ON SOUTHPORT,A PLATE,2103471,Restaurant,Risk 1 (High),2819 N SOUTHPORT AVE ,CHICAGO,IL,60657,20141218,Canvass,Pass,41.93309241,-87.66343576
1435253,7-ELEVEN,7-ELEVEN,1873311,Grocery Store,Risk 1 (High),958 W DIVERSEY PKWY ,CHICAGO,IL,60614,20141218,Canvass,Pass,41.932749,-87.65380149
1199670,"PANDA EXPRESS, INC",PANDA EXPRESS,1649699,Restaurant,Risk 1 (High),113 S CLINTON ST ,CHICAGO,IL,60661,20141218,Canvass,Pass,41.88014436,-87.64099297
1441660,SMOKERS DEN,,2109148,Grocery Store,Risk 3 (Low),1911 W BELMONT AVE ,CHICAGO,IL,60657,20141217,Canvass,Out of Business,41.93948617,-87.67642591
1513141,POMPEI BAKERY,POMPEI BAKERY,16411,Restaurant,Risk 1 (High),1531 W TAYLOR ST ,CHICAGO,IL,60607,20141217,Complaint Re-Inspection,Pass,41.86917024,-87.66538447
1513138,"4 YOLKS,INC.",4 YOLKS,2307773,Restaurant,Risk 1 (High),2659-2661 N HARLEM AVE ,CHICAGO,IL,60707,20141217,Canvass,Pass,41.92888333,-87.80628007
1513140,79 FOOD BASKET,79 FOOD BASKET,1958784,Grocery Store,Risk 2 (Medium),1351 W 79TH ST ,CHICAGO,IL,60620,20141217,Canvass Re-Inspection,Pass,41.75032112,-87.65818905
1513144,BURGER KING #5495,BURGER KING #5495,1473500,Restaurant,Risk 2 (Medium),6448 S KEDZIE AVE ,CHICAGO,IL,60629,20141217,Canvass,Pass,41.77563915,-87.70320686
